Time(ms),MotorID,Angle(deg),angle_smooth,delta_motor,cycle,L_cm,L_rel_cm,θ_total,∠ABC_smooth,∠BCD_smooth
127543,6,-5.63,2.1440000000000006,-3.955999999999999,3,0.03741985916275844,-1.5270234691548787,25.212684832762903,20.49253749335066,4.720147339412243
127654,6,-9.32,-1.7239999999999998,-3.8680000000000003,3,-0.03008947630438224,-1.5945328046220193,25.296799031714027,20.33240010612056,4.964398925593467
127767,6,-13.54,-5.628,-3.9040000000000004,3,-0.09822713030224087,-1.662670458619878,25.085122787692875,20.28895307293013,4.796169714762745
127878,6,-17.32,-9.514,-3.8859999999999992,3,-0.1660506250347405,-1.7304939533523775,25.03727378700317,20.3741719450311,4.663101841972067
127989,6,-21.54,-13.469999999999999,-3.9559999999999995,3,-0.23509585024363616,-1.7995391785612733,25.031895459392892,20.38506120837324,4.64683425101965
128100,6,-25.49,-17.442,-3.9720000000000013,3,-0.30442032813285097,-1.8688636564504881,24.84031549530829,20.309082825050343,4.531232670257945
128211,6,-29.63,-21.503999999999998,-4.061999999999998,3,-0.3753156023488606,-1.9397589306664977,25.073916086060102,20.303300889077168,4.770615196982935
128322,6,-33.76,-25.548,-4.0440000000000005,3,-0.4458967172995113,-2.0103400456171485,25.31698321887462,20.520098127363003,4.7968850915116175
128432,6,-37.98,-29.679999999999996,-4.131999999999998,3,-0.518013721991917,-2.082457050309554,25.07771388275005,20.59627587669752,4.481438006052532
128543,6,-42.2,-33.812,-4.1320000000000014,3,-0.5901307266843226,-2.1545740550019596,25.279801160560368,20.635267187104205,4.644533973456164
128655,6,-46.33,-37.98,-4.167999999999999,3,-0.6628760499074463,-2.2273193782250833,25.5133259416952,20.60380409252985,4.90952184916535
128766,6,-50.9,-42.233999999999995,-4.253999999999998,3,-0.7371223562872851,-2.301565684604922,25.339899732885446,20.33725203474654,5.0026476981389045
128878,6,-54.95,-46.472,-4.238000000000007,3,-0.8110894099868049,-2.3755327383044422,25.607557601381384,20.37274292331977,5.234814678061613
128989,6,-59.08,-50.692,-4.219999999999999,3,-0.8847423044209656,-2.449185632738603,25.561926903980815,20.53694237743738,5.024984526543435
129101,6,-63.03,-54.85799999999999,-4.16599999999999,3,-0.9574527210590491,-2.521896049376686,25.777532050054884,20.459102962611205,5.31842908744368
129213,6,-67.16,-59.024,-4.166000000000011,3,-1.0301631376971332,-2.5946064660147705,26.271742936452984,20.613831421159688,5.657911515293296
129324,6,-71.12,-63.068000000000005,-4.044000000000004,3,-1.1007442526477837,-2.665187580965421,26.357750491597514,20.491026626437023,5.86672386516049
129435,6,-75.16,-67.11,-4.0419999999999945,3,-1.1712904610133945,-2.7357337893310314,27.285748630730588,20.46252915916481,6.823219471565778
129547,6,-79.65,-71.224,-4.114000000000004,3,-1.2430933064404412,-2.8075366347580784,28.26073837844034,20.865047852145707,7.395690526294633
129658,6,-83.6,-75.338,-4.11399999999999,3,-1.314896151867488,-2.8793394801851253,29.12769934721983,21.587924785380043,7.539774561839789
129769,6,-87.65,-79.43599999999999,-4.097999999999999,3,-1.3864197446142155,-2.9508630729318526,31.066390611741838,22.753911080829603,8.312479530912235
129880,6,-91.52,-83.51599999999999,-4.079999999999998,3,-1.4576291780955841,-3.0220725064132212,32.7164413172934,23.666245648315,9.0501956689784
129991,6,-95.47,-87.578,-4.062000000000012,3,-1.528524452311594,-3.0929677806292313,34.341659570193485,24.35878256848217,9.982877001711316
130103,6,-99.43,-91.534,-3.956000000000003,3,-1.5975696775204897,-3.162013005838127,36.218127194476295,25.40030299187896,10.817824202597336
130214,6,-103.82,-95.578,-4.043999999999997,3,-1.6681507924711403,-3.2325941207887774,37.45406063039842,26.07701749125293,11.377043139145492
130326,6,-107.96,-99.64000000000001,-4.062000000000012,3,-1.7390460666871501,-3.303489395004787,38.63404566474272,26.60449919136083,12.029546473381892
130437,6,-112.09,-103.75399999999999,-4.113999999999976,3,-1.8108489121141964,-3.3752922404318335,40.13494112964155,27.335834895258746,12.799106234382798
130549,6,-116.31,-107.922,-4.168000000000006,3,-1.8835942353373203,-3.4480375636549576,41.349441602666076,27.84843363382388,13.501007968842195
130661,6,-120.26,-112.08800000000001,-4.166000000000011,3,-1.9563046519754042,-3.5207479802930415,42.609548715076585,28.72981744852911,13.879731266547475
130772,6,-124.31,-116.186,-4.097999999999999,3,-2.027828244722132,-3.5922715730397687,44.33814278250487,29.563031021962907,14.77511176054196
130884,6,-128.0,-120.194,-4.007999999999996,3,-2.0977810411420643,-3.662224369459701,46.510770628536385,30.59810884299196,15.912661785544426
130994,6,-132.13,-124.202,-4.007999999999996,3,-2.1677338375619972,-3.7321771658796346,48.56281210143221,32.135142949052025,16.427669152380183
131106,6,-136.0,-128.14000000000001,-3.9380000000000166,3,-2.236464903505534,-3.800908231823171,51.09188326143102,33.72793949050362,17.3639437709274
131217,6,-139.87,-132.06199999999998,-3.9219999999999686,3,-2.304916716768751,-3.8693600450863883,53.441368932975266,35.008689395304934,18.43267953767033
131328,6,-143.91,-135.982,-3.920000000000016,3,-2.3733336234469293,-3.937776951764566,55.520709227370226,36.24335068521299,19.277358542157238
131439,6,-147.6,-139.902,-3.9199999999999875,3,-2.441750530125107,-4.006193858442744,58.100267234403304,37.8674327785972,20.23283445580611
131551,6,-148.66,-143.20800000000003,-3.30600000000004,3,-2.49945111519604,-4.063894443513677,61.013548401931104,39.89955690000558,21.11399150192553
131662,6,-148.66,-145.73999999999998,-2.531999999999954,3,-2.5436428518565357,-4.108086180174173,63.886341129363274,41.86773671986947,22.0186044094938
