Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2,∠ABC_smooth,∠BCD_smooth,θ_total,angle_smooth,dmotor,L_cm,cycle,L_rel_cm
27390,6,Extend,>>,960,90.11,382,298,584,36.48888440948524,26.35825418522079,62.847138594706024,91.93,-0.9099999999999966,1.6044811813583872,0,0.0
27500,6,Extend,>>,912,85.98,382,299,584,36.42033961205775,26.18979656445264,62.610136176510395,90.4425,-1.4875000000000114,1.5785194087349714,0,-0.025961772623415813
27610,6,Extend,>>,864,81.76,383,298,584,36.738135510946805,25.73849258603816,62.47662809698497,88.706,-1.7364999999999924,1.54821176627409,0,-0.05626941508429728
27720,6,Extend,>>,816,77.63,381,298,583,36.69973477201448,25.50937163297334,62.20910640498782,85.66400000000002,-3.0419999999999874,1.4951188504284227,0,-0.1093623309299645
27829,6,Extend,>>,768,73.41,384,298,581,36.3120845950903,25.706295086817747,62.018379681908044,81.77799999999999,-3.886000000000024,1.4272953556959227,0,-0.17718582566246455
27939,6,Extend,>>,720,69.27,382,298,582,36.23387395349012,25.836040238043896,62.06991419153401,77.60999999999999,-4.168000000000006,1.3545500324727988,0,-0.24993114888558843
28049,6,Extend,>>,672,65.23,381,298,580,36.31985954199119,25.64849677585032,61.96835631784151,73.46,-4.1499999999999915,1.2821188685150344,0,-0.3223623128433528
28159,6,Extend,>>,624,61.1,382,298,580,36.30355674707577,25.55157322413462,61.85512997121039,69.328,-4.131999999999991,1.2100018638226289,0,-0.3944793175357584
28269,6,Extend,>>,576,56.97,383,298,576,36.27671759746026,25.536544718268026,61.81326231572829,65.196,-4.132000000000005,1.137884859130223,0,-0.46659632222816416
28380,6,Extend,>>,528,53.1,383,298,576,35.88568775287071,25.749493453734445,61.635181206605154,61.134,-4.061999999999998,1.0669895849142135,0,-0.5374915964441738
28490,6,Extend,>>,480,48.97,382,298,570,35.89888718626518,25.538448308761254,61.43733549502643,57.074,-4.060000000000002,0.9961292172832437,0,-0.6083519640751436
28599,6,Extend,>>,432,45.01,382,298,570,36.001535003807895,25.53707065672473,61.538605660532625,53.029999999999994,-4.044000000000004,0.9255481023325929,0,-0.6789330790257944
28709,6,Extend,>>,384,41.05,381,297,568,36.17601501322572,25.606182694367348,61.78219770759307,49.019999999999996,-4.009999999999998,0.8555603993276203,0,-0.748920782030767
28819,6,Extend,>>,336,37.1,381,297,562,36.40250353665392,25.552619460716915,61.955122997370836,45.046,-3.9739999999999966,0.7862010148533657,0,-0.8182801665050216
28929,6,Extend,>>,288,33.14,381,299,559,36.150125450510046,25.691140046822674,61.84126549733272,41.053999999999995,-3.9920000000000044,0.7165274711137519,0,-0.8879537102446353
29038,6,Extend,>>,240,29.1,381,298,551,36.2209066024296,25.487778496890314,61.708685099319915,37.08,-3.9739999999999966,0.6471680866394973,0,-0.9573130947188899
29148,6,Extend,>>,192,25.05,381,298,539,36.25177622165852,25.52122384102399,61.773000062682506,33.088,-3.9919999999999973,0.5774945428998838,0,-1.0269866384585034
29257,6,Extend,>>,144,21.1,381,296,531,36.339383470370976,25.477541417721483,61.81692488809246,29.098000000000003,-3.9899999999999984,0.50785590574531,0,-1.0966252756130772
29367,6,Extend,>>,96,16.97,379,297,514,36.32004907215529,25.29467363174903,61.61472270390432,25.072,-4.026000000000003,0.4375889500600183,0,-1.166892231298369
29478,6,Extend,>>,48,12.92,379,296,495,36.510317885971645,25.211081277535072,61.72139916350672,21.028,-4.0440000000000005,0.3670078351093676,0,-1.2374733462490197
29588,6,Extend,>>,0,8.62,380,296,479,36.6286717745288,25.04447489803236,61.67314667256116,16.932,-4.096,0.29551914894767983,0,-1.3089620324107074
29697,6,Extend,>>,-48,4.48,379,298,471,36.261089184319054,25.271929000141355,61.53301818446041,12.818000000000001,-4.113999999999997,0.22371630352063318,0,-1.3807648778377541
29807,6,Extend,>>,-96,0.53,378,296,461,36.18935543596613,25.31681866872483,61.506174104690956,8.704,-4.114000000000001,0.15191345809358645,0,-1.4525677232648009
29917,6,Extend,>>,-144,-3.6,379,296,451,36.26510657830278,25.032098703650988,61.297205281953765,4.59,-4.114000000000001,0.08011061266653972,0,-1.5243705686918476
30027,6,Extend,>>,-192,-7.47,378,294,439,36.1587062547149,25.2200440599023,61.3787503146172,0.5119999999999999,-4.078,0.008936085770210966,0,-1.5955450955881763
30136,6,Extend,>>,-240,-11.78,380,297,427,36.109301825192176,25.22551357170172,61.334815396893895,-3.568,-4.08,-0.06227334771115768,0,-1.666754529069545
30246,6,Extend,>>,-288,-15.91,379,297,410,36.16201453452589,25.081198445069504,61.24321297959539,-7.645999999999999,-4.077999999999999,-0.13344787460748642,0,-1.7379290559658735
30355,6,Extend,>>,-336,-20.13,377,295,399,36.29362636144013,25.064288375842946,61.35791473728308,-11.778,-4.1320000000000014,-0.20556487929989214,0,-1.8100460606582793
30465,6,Extend,>>,-384,-24.26,380,296,392,36.440030776140304,24.944256014522985,61.38428679066329,-15.91,-4.132,-0.2776818839922978,0,-1.8821630653506851
30575,6,Extend,>>,-432,-28.31,376,295,383,36.34362507889477,24.98199570464037,61.325620783535136,-20.078,-4.167999999999999,-0.3504272072154215,0,-1.9549083885738088
30685,6,Extend,>>,-480,-32.44,378,296,382,35.98048760169424,25.083559739852557,61.0640473415468,-24.21,-4.1320000000000014,-0.4225442119078272,0,-2.0270253932662143
30795,6,Extend,>>,-528,-36.4,377,295,377,36.03504143246453,25.116221673811893,61.151263106276424,-28.308,-4.097999999999999,-0.4940678046545548,0,-2.098548986012942
30905,6,Extend,>>,-576,-40.35,377,295,377,35.746056710973434,25.50311481106514,61.24917152203857,-32.352,-4.043999999999997,-0.5646489196052055,0,-2.1691301009635926
31015,6,Extend,>>,-624,-44.22,376,293,375,35.72534359030048,25.44711662035526,61.17246021065574,-36.343999999999994,-3.9919999999999973,-0.634322463344819,0,-2.2388036447032063
31125,6,Extend,>>,-672,-48.53,380,297,372,36.37300828284525,24.948008737464964,61.32101702031021,-40.388,-4.044000000000004,-0.7049035782954698,0,-2.309384759653857
31235,6,Extend,>>,-720,-52.84,378,295,366,36.33144766967476,25.0089850245742,61.34043269424896,-44.467999999999996,-4.079999999999998,-0.7761130117768384,0,-2.3805941931352255
