Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2,∠ABD_smooth
167124,3,Flex,>>,-734,-56.26,422,353,512,55.5863185247627
167205,1,Flex,>>,2370,214.33,425,357,517,56.02221051525552
167220,2,Flex,>>,245,29.71,422,355,515,56.14114798383865
167235,3,Flex,>>,-800,-62.07,421,352,516,56.14114798383865
167317,1,Flex,>>,2331,210.99,425,355,518,56.37866567805398
167331,2,Flex,>>,181,24.26,421,353,514,56.54025836180854
167346,3,Flex,>>,-866,-67.69,422,350,513,56.54025836180854
167427,1,Flex,>>,2292,207.56,426,353,516,57.170113112062175
167442,2,Flex,>>,117,18.55,425,354,516,57.170113112062175
167457,3,Flex,>>,-932,-73.49,426,353,512,57.33745671307433
167538,1,Flex,>>,2253,204.31,429,355,517,57.683422672736114
167553,2,Flex,>>,53,13.19,429,354,515,57.79963489956467
167568,3,Flex,>>,-998,-79.3,428,349,511,57.79963489956467
167649,1,Flex,>>,2214,200.97,434,356,516,58.07607216806831
167664,2,Flex,>>,-11,7.65,431,353,513,58.17329355462246
167679,3,Flex,>>,-1064,-84.84,429,353,511,58.17329355462246
167759,1,Flex,>>,2175,197.71,438,355,516,58.22154458937854
167774,2,Flex,>>,-75,1.85,435,352,514,58.22154458937854
167788,3,Flex,>>,-1130,-90.55,433,351,513,58.21797960291281
167869,1,Flex,>>,2136,194.29,439,353,514,58.147556999913746
167883,2,Flex,>>,-139,-3.6,440,351,515,58.147556999913746
167898,3,Flex,>>,-1196,-96.35,438,350,514,58.111175174385394
167979,1,Flex,>>,2097,190.77,441,353,516,58.03111896540388
167994,2,Flex,>>,-203,-9.32,440,352,512,57.933014282095876
168009,3,Flex,>>,-1262,-102.15,440,352,511,57.933014282095876
168090,1,Flex,>>,2058,187.43,452,353,515,57.66296765980829
168105,2,Flex,>>,-267,-14.86,448,352,514,57.66296765980829
168121,3,Flex,>>,-1328,-107.96,446,350,511,57.62825588637226
168202,1,Flex,>>,2019,183.91,456,354,517,57.38696180739894
168216,2,Flex,>>,-331,-20.31,457,352,514,57.38696180739894
168231,3,Flex,>>,-1394,-113.58,454,350,514,57.20485413924636
168312,1,Flex,>>,1980,180.66,458,355,520,57.023787740739934
168327,2,Flex,>>,-395,-26.02,459,355,519,56.89889009621892
168341,3,Flex,>>,-1460,-119.3,459,352,516,56.89889009621892
168422,1,Flex,>>,1941,177.23,481,354,521,56.58297266414196
168437,2,Flex,>>,-459,-31.47,477,353,522,56.58297266414196
168452,3,Flex,>>,-1526,-125.01,477,352,518,56.4442340344544
168533,1,Flex,>>,1902,173.63,480,356,524,56.11841170726056
168548,2,Flex,>>,-523,-37.01,479,357,523,56.11841170726056
168563,3,Flex,>>,-1592,-130.73,477,356,525,55.93643881167901
168644,1,Flex,>>,1863,170.29,482,359,530,55.62920674194755
168658,2,Flex,>>,-587,-42.46,478,355,526,55.42945500830258
168674,3,Flex,>>,-1658,-136.53,476,357,526,55.42945500830258
168755,1,Flex,>>,1824,166.95,487,364,534,54.82412681106986
168771,2,Flex,>>,-651,-47.91,487,361,534,54.82412681106986
168786,3,Flex,>>,-1724,-142.33,492,362,531,54.61543648072279
168867,1,Flex,>>,1785,163.25,521,365,542,54.124697792440315
168882,2,Flex,>>,-715,-53.45,516,368,541,54.124697792440315
168897,3,Flex,>>,-1790,-148.04,514,362,538,53.8283770753135
168978,1,Flex,>>,1746,159.65,529,373,546,53.12965612687327
168993,2,Flex,>>,-779,-58.99,526,370,547,52.709209317772306
169008,3,Flex,>>,-1856,-153.67,524,369,546,52.709209317772306
169089,1,Flex,>>,1707,156.4,533,380,556,51.73409751387868
169104,2,Flex,>>,-843,-64.44,532,378,556,51.73409751387868
169119,3,Flex,>>,-1922,-159.47,528,377,557,51.441575122892715
169200,1,Flex,>>,1668,152.97,543,387,574,51.17088771549871
169215,2,Flex,>>,-907,-69.89,538,385,571,51.17088771549871
169231,3,Flex,>>,-1988,-165.19,539,382,568,51.0663519947932
169312,1,Flex,>>,1629,149.54,551,394,589,50.724049424707545
169327,2,Flex,>>,-971,-75.43,551,395,587,50.4183867013105
169342,3,Flex,>>,-2054,-170.99,545,395,588,50.4183867013105
169424,1,Flex,>>,1590,146.11,557,401,602,49.354722503254415
169439,2,Flex,>>,-1035,-81.14,556,400,601,49.354722503254415
169454,3,Flex,>>,-2120,-176.7,547,399,597,48.96407443558118
169535,1,Flex,>>,1551,142.77,557,408,610,48.532375872950894
169549,2,Flex,>>,-1099,-86.68,555,405,608,48.532375872950894
169564,3,Flex,>>,-2186,-182.42,552,405,607,48.322195278780505
169645,1,Flex,>>,1512,139.52,560,418,622,48.06099624029906
169660,2,Flex,>>,-1163,-92.22,558,414,620,47.942797905527755
169675,3,Flex,>>,-2252,-188.04,553,410,616,47.942797905527755
169757,1,Flex,>>,1473,136.26,563,425,632,47.535945069056496
169772,2,Flex,>>,-1227,-98.02,559,424,630,47.535945069056496
169787,3,Flex,>>,-2318,-193.76,557,426,632,47.46750677900821
169867,1,Flex,>>,1434,132.92,566,435,645,47.09091332837482
169882,2,Flex,>>,-1291,-103.65,562,433,646,47.09091332837482
169897,3,Flex,>>,-2384,-199.56,557,431,645,46.75937853413835
169978,1,Flex,>>,1395,129.49,567,447,666,46.091261947078365
169993,2,Flex,>>,-1355,-109.27,565,445,662,45.58205948468752
170008,3,Flex,>>,-2450,-205.27,560,441,659,45.58205948468752
170090,1,Flex,>>,1356,126.15,569,456,676,44.44215183912426
170105,2,Flex,>>,-1419,-114.9,566,451,670,44.44215183912426
170120,3,Flex,>>,-2516,-211.25,561,451,671,44.20838565798972
170201,1,Flex,>>,1317,122.81,564,454,679,43.63040265961831
170216,2,Flex,>>,-1483,-120.53,560,455,677,43.63040265961831
170231,3,Flex,>>,-2582,-217.14,557,455,680,43.250658946892926
170312,1,Flex,>>,1278,119.56,558,461,684,42.61135653032152
170327,2,Flex,>>,-1547,-126.07,554,459,679,42.22827421469555
170342,3,Flex,>>,-2648,-222.77,555,458,679,42.22827421469555
170424,1,Flex,>>,1239,116.4,560,468,686,41.11382245199968
170439,2,Flex,>>,-1611,-131.6,554,462,682,41.11382245199968
170454,3,Flex,>>,-2714,-228.57,551,463,680,40.70484854629531
170535,1,Flex,>>,1200,113.23,558,473,692,39.85462740904094
170550,2,Flex,>>,-1675,-137.14,555,468,689,39.85462740904094
170565,3,Flex,>>,-2780,-234.29,553,469,692,39.516392215683645
170646,1,Flex,>>,1161,110.07,563,479,700,39.03848084290222
170661,2,Flex,>>,-1739,-142.68,558,474,696,38.829247840144696
170676,3,Flex,>>,-2846,-239.91,554,471,692,38.829247840144696
170758,1,Flex,>>,1122,106.73,563,482,703,38.02913788090795
170773,2,Flex,>>,-1803,-148.13,561,479,697,38.02913788090795
170788,3,Flex,>>,-2912,-245.63,557,478,697,37.803095941878865
170869,1,Flex,>>,1083,103.47,564,485,708,37.49912372572325
170884,2,Flex,>>,-1867,-153.76,557,480,702,37.43695199909869
170899,3,Flex,>>,-2978,-251.25,556,478,701,37.43695199909869
170979,1,Flex,>>,1044,100.13,569,487,712,37.32601632137193
170994,2,Flex,>>,-1931,-159.12,564,482,705,37.17861771563303
171010,3,Flex,>>,-3044,-257.05,563,483,708,37.17861771563303
171091,1,Flex,>>,1005,96.88,574,487,713,36.55817577985755
171106,2,Flex,>>,-1995,-164.75,568,482,714,36.55817577985755
171120,3,Flex,>>,-3110,-262.68,567,482,711,36.37015876276471
171201,1,Flex,>>,966,93.63,573,484,715,36.2014653891054
171217,2,Flex,>>,-2059,-170.2,572,482,709,36.2014653891054
171232,3,Flex,>>,-3176,-268.13,565,478,705,36.16319087283702
171313,1,Flex,>>,927,90.64,576,490,720,36.17857941914569
171328,2,Flex,>>,-2123,-175.47,577,490,716,36.139145183958604
171344,3,Flex,>>,-3242,-273.85,571,484,713,36.139145183958604
171425,1,Flex,>>,888,87.3,582,495,726,35.98245140376513
171440,2,Flex,>>,-2187,-180.92,577,491,719,35.98245140376513
171455,3,Flex,>>,-3308,-279.38,575,490,720,35.99252521243999
171536,1,Flex,>>,849,84.04,589,498,733,36.03351895478556
171551,2,Flex,>>,-2251,-186.37,591,498,725,36.04381043774691
171566,3,Flex,>>,-3374,-285.01,585,494,726,36.04381043774691
171647,1,Flex,>>,810,80.53,602,505,738,36.01305552539503
171662,2,Flex,>>,-2315,-191.74,605,504,730,35.979044071371
171677,3,Flex,>>,-3440,-290.81,595,501,731,35.979044071371
171758,1,Flex,>>,771,77.1,612,511,741,35.72525745321523
171773,2,Flex,>>,-2379,-197.19,610,510,736,35.72525745321523
171789,3,Flex,>>,-3506,-296.44,604,505,733,35.69987064784102
171870,1,Flex,>>,732,73.93,624,520,748,35.64454242911163
171884,2,Flex,>>,-2443,-202.55,616,514,739,35.70018420557874
171899,3,Flex,>>,-3572,-302.07,611,510,738,35.70018420557874
171980,1,Flex,>>,693,70.86,620,516,746,35.83259393978521
171995,2,Flex,>>,-2507,-207.91,618,515,737,35.826180321484586
172010,3,Flex,>>,-3638,-307.52,610,512,736,35.826180321484586
172091,1,Flex,>>,654,67.78,623,523,752,35.65665469221859
172106,2,Flex,>>,-2571,-213.1,617,515,737,35.65665469221859
172121,3,Flex,>>,-3704,-312.97,617,514,733,35.63989615332753
172202,1,Flex,>>,615,64.62,619,523,748,35.41074977456739
172218,2,Flex,>>,-2635,-218.29,622,522,740,35.459200508744416
172233,3,Flex,>>,-3770,-318.68,618,522,739,35.459200508744416
172314,1,Flex,>>,576,61.71,621,528,748,35.498908878419144
172329,2,Flex,>>,-2699,-223.21,612,523,739,35.46941145682228
172344,3,Flex,>>,-3836,-324.04,615,525,740,35.46941145682228
172425,1,Flex,<<,576,59.08,626,535,756,35.49374881322915
172440,2,Flex,<<,-2699,-227.96,625,532,753,35.49374881322915
172455,3,Flex,<<,-3836,-329.23,627,535,754,35.514106640063744
172537,1,Flex,<<,615,58.55,628,538,757,35.507554973439525
172551,2,Flex,<<,-2635,-229.1,636,544,765,35.55591802546204
172567,3,Flex,<<,-3770,-330.73,638,545,770,35.55591802546204
172648,1,Flex,<<,654,58.55,641,545,774,35.446055817689185
172663,2,Flex,<<,-2571,-229.19,638,547,774,35.364250581871715
172678,3,Flex,<<,-3704,-330.73,635,547,772,35.364250581871715
172759,1,Flex,<<,693,58.55,640,542,772,35.098643865834056
172774,2,Flex,<<,-2507,-225.67,636,543,770,35.098643865834056
172789,3,Flex,<<,-3638,-326.33,634,542,768,35.11321606003769
172870,1,Flex,<<,732,61.01,636,543,769,35.16406367533243
172885,2,Flex,<<,-2443,-221.1,631,540,766,35.13482061291034
172900,3,Flex,<<,-3572,-321.14,628,540,764,35.13482061291034
172981,1,Flex,<<,771,64.09,632,540,765,35.072752937756
172996,2,Flex,<<,-2379,-215.91,628,537,762,34.97476685404289
173011,3,Flex,<<,-3506,-315.52,627,538,757,34.97476685404289
173092,1,Flex,<<,810,67.25,626,538,762,34.82854901665846
173107,2,Flex,<<,-2315,-210.64,623,536,757,34.82854901665846
173122,3,Flex,<<,-3440,-309.89,619,534,758,34.844966305939494
173203,1,Flex,<<,849,70.42,620,531,758,34.78473226384212
173218,2,Flex,<<,-2251,-205.19,619,528,755,34.72331967934504
173233,3,Flex,<<,-3374,-304.0,612,526,754,34.72331967934504
173314,1,Flex,<<,888,73.58,616,527,755,34.668209155401534
173329,2,Flex,<<,-2187,-199.56,610,524,745,34.600569919678875
173343,3,Flex,<<,-3308,-298.29,610,520,744,34.600569919678875
173424,1,Flex,<<,927,76.92,610,520,749,34.454435400486105
173439,2,Flex,<<,-2123,-194.02,609,519,749,34.454435400486105
173454,3,Flex,<<,-3242,-292.48,605,515,741,34.4022976956867
173535,1,Flex,<<,966,80.53,606,519,746,34.32342636318026
173551,2,Flex,<<,-2059,-188.4,603,514,743,34.27814893431399
173566,3,Flex,<<,-3176,-286.68,600,512,738,34.27814893431399
173647,1,Flex,<<,1005,83.87,602,514,740,34.1943223588713
173661,2,Flex,<<,-1995,-182.68,599,516,739,34.13522433339965
173676,3,Flex,<<,-3110,-280.97,596,511,737,34.13522433339965
173757,1,Flex,<<,1044,87.12,595,511,737,34.01528113218227
173772,2,Flex,<<,-1931,-177.14,592,509,733,34.01528113218227
173787,3,Flex,<<,-3044,-275.08,589,505,732,34.11582078641553
173868,1,Flex,<<,1083,90.64,584,505,733,34.19841652002008
173883,2,Flex,<<,-1867,-171.52,580,504,729,34.19841652002008
173898,3,Flex,<<,-2978,-269.19,580,504,728,34.21506398439661
173979,1,Flex,<<,1122,94.07,583,504,732,34.10341568417081
173994,2,Flex,<<,-1803,-165.89,581,502,729,34.03754927082513
174009,3,Flex,<<,-2912,-263.56,579,500,726,34.03754927082513
174090,1,Flex,<<,1161,97.49,578,502,728,33.96883067397829
174105,2,Flex,<<,-1739,-160.26,575,502,725,33.96883067397829
174120,3,Flex,<<,-2846,-257.67,573,499,723,34.021379187395475
174201,1,Flex,<<,1200,100.75,574,500,722,33.973096019691134
174216,2,Flex,<<,-1675,-154.64,567,498,722,33.973096019691134
174231,3,Flex,<<,-2780,-251.96,565,495,717,33.904196168113344
174313,1,Flex,<<,1239,104.26,559,498,723,33.75385526510239
174327,2,Flex,<<,-1611,-149.01,558,494,719,33.73453565667745
174342,3,Flex,<<,-2714,-246.15,556,494,718,33.73453565667745
174423,1,Flex,<<,1278,107.69,562,495,720,33.78581403360457
174438,2,Flex,<<,-1547,-143.38,556,491,722,33.78581403360457
174454,3,Flex,<<,-2648,-240.44,554,490,716,33.83131375083202
174535,1,Flex,<<,1317,111.12,555,493,719,33.7350961826795
174549,2,Flex,<<,-1483,-137.76,554,487,714,33.7350961826795
174565,3,Flex,<<,-2582,-234.64,550,488,711,33.72272128459942
174646,1,Flex,<<,1356,114.37,554,490,717,33.71218561423743
174661,2,Flex,<<,-1419,-132.22,554,487,715,33.6661325926176
174676,3,Flex,<<,-2516,-228.75,550,488,712,33.6661325926176
174757,1,Flex,<<,1395,117.8,552,485,712,33.7056161821539
174772,2,Flex,<<,-1355,-126.68,549,484,710,33.7056161821539
174787,3,Flex,<<,-2450,-222.95,546,482,709,33.75502413103909
174868,1,Flex,<<,1434,121.23,542,481,707,33.857098473122925
174883,2,Flex,<<,-1291,-121.05,535,477,706,33.857098473122925
174898,3,Flex,<<,-2384,-217.23,536,477,705,33.92970279057225
174979,1,Flex,<<,1473,124.66,534,477,704,33.94913941648732
174994,2,Flex,<<,-1227,-115.25,531,473,701,33.83450409740347
175008,3,Flex,<<,-2318,-211.43,527,473,701,33.83450409740347
175089,1,Flex,<<,1512,128.09,527,475,702,33.84468174944992
175103,2,Flex,<<,-1163,-109.71,522,470,697,33.84468174944992
175118,3,Flex,<<,-2252,-205.63,520,471,695,33.83924986902436
175199,1,Flex,<<,1551,131.52,520,471,693,33.7842339853092
175214,2,Flex,<<,-1099,-104.09,516,469,688,33.7842339853092
175229,3,Flex,<<,-2186,-199.65,514,466,682,33.7223862344401
175322,1,Flex,<<,1590,135.12,507,458,673,33.63681910714139
175336,2,Flex,<<,-1035,-98.11,502,455,668,33.63681910714139
175352,3,Flex,<<,-2120,-193.58,499,455,666,33.61177081703445
175433,1,Flex,<<,1629,138.37,499,457,670,33.60710745433815
175448,2,Flex,<<,-971,-92.84,495,452,663,33.60710745433815
175463,3,Flex,<<,-2054,-188.13,496,451,661,33.61089560042524
175544,1,Flex,<<,1668,141.63,496,452,666,33.6249605310671
175559,2,Flex,<<,-907,-87.3,491,452,664,33.685554023406816
175574,3,Flex,<<,-1988,-182.33,490,447,663,33.685554023406816
175655,1,Flex,<<,1707,145.05,491,448,657,33.68460164701086
175670,2,Flex,<<,-843,-81.58,488,443,653,33.68460164701086
175685,3,Flex,<<,-1922,-176.44,487,443,651,33.5944484159282
175766,1,Flex,<<,1746,148.48,489,444,653,33.59757141079493
175782,2,Flex,<<,-779,-75.87,488,440,651,33.59757141079493
175797,3,Flex,<<,-1856,-170.64,483,439,650,33.58019541090401
175878,1,Flex,<<,1785,152.0,488,439,651,33.6605190746289
175893,2,Flex,<<,-715,-70.42,486,444,650,33.66432832836816
175908,3,Flex,<<,-1790,-164.92,484,438,644,33.66432832836816
175989,1,Flex,<<,1824,155.34,485,442,649,33.65237463442498
176004,2,Flex,<<,-651,-64.7,483,439,646,33.65237463442498
176019,3,Flex,<<,-1724,-159.21,484,439,643,33.652484434209214
176100,1,Flex,<<,1863,158.68,484,439,646,33.676475293460705
176115,2,Flex,<<,-587,-59.08,482,438,647,33.676475293460705
176130,3,Flex,<<,-1658,-153.41,481,437,644,33.66585894942697
176211,1,Flex,<<,1902,162.2,482,438,644,33.69427965252132
176227,2,Flex,<<,-523,-53.45,483,436,644,33.64764139961848
176242,3,Flex,<<,-1592,-147.6,481,435,643,33.64764139961848
176323,1,Flex,<<,1941,165.71,485,440,647,33.682666977448946
176338,2,Flex,<<,-459,-47.82,483,437,645,33.682666977448946
176352,3,Flex,<<,-1526,-141.8,481,435,642,33.76450050918246
176433,1,Flex,<<,1980,169.05,484,439,647,33.74720073609896
176448,2,Flex,<<,-395,-42.29,481,436,643,33.74720073609896
176463,3,Flex,<<,-1460,-135.91,479,435,644,33.77705975271553
176544,1,Flex,<<,2019,172.48,483,437,644,33.7609084257749
176559,2,Flex,<<,-331,-36.75,480,435,641,33.669856757292195
176575,3,Flex,<<,-1394,-130.2,480,435,639,33.669856757292195
176656,1,Flex,<<,2058,176.0,482,435,643,33.7275118320766
176672,2,Flex,<<,-267,-30.95,482,433,637,33.7275118320766
176688,3,Flex,<<,-1328,-124.31,481,431,638,33.75520100835916
176770,1,Flex,<<,2097,179.52,483,432,640,33.569448918807865
176785,2,Flex,<<,-203,-25.32,483,430,635,33.49435979518186
176801,3,Flex,<<,-1262,-118.59,480,428,637,33.49435979518186
176882,1,Flex,<<,2136,182.86,484,432,638,33.469753831229056
176897,2,Flex,<<,-139,-19.6,481,425,634,33.40799971847811
176912,3,Flex,<<,-1196,-112.7,480,427,631,33.40799971847811
176994,1,Flex,<<,2175,186.2,483,428,632,33.60408047791956
177008,2,Flex,<<,-75,-14.15,480,426,631,33.60408047791956
177024,3,Flex,<<,-1130,-106.9,476,425,628,33.64246005532602
177104,1,Flex,<<,2214,189.63,481,428,634,33.546600709647755
177119,2,Flex,<<,-11,-8.53,481,427,631,33.49386872051028
177134,3,Flex,<<,-1064,-101.19,478,423,628,33.49386872051028
177214,1,Flex,<<,2253,193.23,481,427,631,33.483489499645415
177229,2,Flex,<<,53,-2.81,482,426,630,33.45505594228759
177244,3,Flex,<<,-998,-95.38,477,424,628,33.45505594228759
177325,1,Flex,<<,2292,196.57,482,428,632,33.3374302112436
177340,2,Flex,<<,117,2.73,480,426,631,33.3374302112436
177355,3,Flex,<<,-932,-89.67,480,425,627,33.26814159120073
177437,1,Flex,<<,2331,200.0,484,425,630,33.118086954260264
177452,2,Flex,<<,181,8.44,478,428,628,33.0286035084181
177467,3,Flex,<<,-866,-83.87,480,424,625,33.0286035084181
177548,1,Flex,<<,2370,203.43,481,426,630,32.91216028163245
177564,2,Flex,<<,245,14.07,479,425,628,32.881448276667484
177579,3,Flex,<<,-800,-78.07,478,425,628,32.881448276667484
177660,1,Flex,<<,2409,206.95,480,424,629,32.9088257592381
177674,2,Flex,<<,309,19.52,478,425,625,32.9088257592381
177689,3,Flex,<<,-734,-72.26,478,420,624,32.95605387189173
177770,1,Flex,<<,2448,210.46,479,425,626,32.86510246984371
177785,2,Flex,<<,373,25.23,477,424,630,32.75535207495757
177800,3,Flex,<<,-668,-66.46,476,422,624,32.75535207495757
177881,1,Flex,<<,2487,213.89,482,427,629,32.53153871162985
177897,2,Flex,<<,437,30.86,480,424,626,32.364696857748825
177912,3,Flex,<<,-602,-60.66,479,419,621,32.364696857748825
177993,1,Flex,<<,2526,217.32,480,423,626,32.08805035285398
178008,2,Flex,<<,501,36.48,479,423,620,32.08805035285398
178023,3,Flex,<<,-536,-54.77,477,421,620,32.001473441731434
178104,1,Flex,<<,2565,220.75,481,423,627,31.655592307014395
178119,2,Flex,<<,565,42.02,476,420,622,31.51107610982586
178134,3,Flex,<<,-470,-48.88,476,419,620,31.51107610982586
178215,1,Flex,<<,2604,224.18,479,422,623,31.191694311952237
178230,2,Flex,<<,629,47.65,479,422,618,31.01304211029565
178245,3,Flex,<<,-404,-43.08,477,419,622,31.01304211029565
178327,1,Flex,<<,2643,227.6,478,422,624,30.61058850031
178342,2,Flex,<<,693,53.36,476,420,622,30.61058850031
178357,3,Flex,<<,-338,-37.36,474,419,620,30.50778720894842
178438,1,Flex,<<,2682,231.03,478,422,623,30.22984991710861
178453,2,Flex,<<,757,58.99,476,422,619,29.99425308642288
178467,3,Flex,<<,-272,-31.65,475,419,616,29.99425308642288
178549,1,Flex,<<,2721,234.46,479,421,622,29.59799356381587
178564,2,Flex,<<,821,64.53,476,418,621,29.440605413530555
178579,3,Flex,<<,-206,-25.76,473,418,620,29.440605413530555
178661,1,Flex,<<,2760,237.89,476,418,620,28.925242217393105
178676,2,Flex,<<,885,70.24,473,417,617,28.925242217393105
178691,3,Flex,<<,-140,-19.96,473,417,618,28.715813825595685
178772,1,Flex,<<,2799,241.32,476,419,620,28.181262206278355
178787,2,Flex,<<,949,75.78,472,417,615,27.892066348372822
178802,3,Flex,<<,-74,-14.15,471,415,614,27.892066348372822
178883,1,Flex,<<,2838,244.75,475,420,618,27.528829130868125
178898,2,Flex,<<,1013,81.41,475,415,613,27.30941815307777
178913,3,Flex,<<,-8,-8.26,472,415,612,27.30941815307777
178994,1,Flex,<<,2877,248.0,475,417,618,26.76843733264801
179009,2,Flex,<<,1077,87.03,473,414,613,26.76843733264801
179024,3,Flex,<<,58,-2.37,473,414,610,26.56437780334189
179105,1,Flex,<<,2916,251.6,477,414,617,26.04836619379978
179119,2,Flex,<<,1141,92.57,472,412,612,25.825939737863656
179134,3,Flex,<<,124,3.34,471,413,610,25.825939737863656
180481,4,Extend,>>,1459,128.26,477,416,617,13.618071105482754
180496,5,Extend,>>,205,18.02,479,419,616,13.0840902372362
180511,6,Extend,>>,1005,88.35,477,417,616,13.0840902372362
180592,4,Extend,>>,1414,128.18,477,415,613,11.654160574746312
180606,5,Extend,>>,161,18.02,476,413,612,11.654160574746312
180620,6,Extend,>>,957,88.35,473,414,611,11.05064635294935
180701,4,Extend,>>,1369,125.54,475,411,613,10.088485076376008
180716,5,Extend,>>,117,15.47,474,415,614,10.088485076376008
180730,6,Extend,>>,909,85.71,473,412,611,9.684593093794124
180811,4,Extend,>>,1324,121.76,477,413,614,8.8039342473244
180825,5,Extend,>>,73,11.69,475,413,613,8.369243835471979
180840,6,Extend,>>,861,81.49,472,412,613,8.369243835471979
180920,4,Extend,>>,1279,117.98,475,413,613,7.006839148589947
180935,5,Extend,>>,29,7.91,474,413,612,7.006839148589947
180949,6,Extend,>>,813,77.27,474,411,607,7.006839148589947
181030,4,Extend,>>,1234,113.93,475,413,612,6.550435603899155
181044,5,Extend,>>,-15,4.22,473,410,611,6.550435603899155
181059,6,Extend,>>,765,73.05,473,410,608,6.723967798038569
181139,4,Extend,>>,1189,110.07,475,413,613,7.342395286271172
181154,5,Extend,>>,-59,0.26,474,411,611,7.621931977203207
181169,6,Extend,>>,717,68.84,473,412,609,7.621931977203207
181249,4,Extend,>>,1144,106.11,474,414,612,7.8024640761187065
181264,5,Extend,>>,-103,-3.6,475,414,612,7.791279641225184
181278,6,Extend,>>,669,64.79,472,412,610,7.791279641225184
181359,4,Extend,>>,1099,102.24,475,414,612,7.3241742125128155
181374,5,Extend,>>,-147,-7.56,473,414,609,7.3241742125128155
181388,6,Extend,>>,621,60.48,472,409,606,7.011270783173339
181469,4,Extend,>>,1054,98.37,475,414,611,6.221838546159047
181483,5,Extend,>>,-191,-11.43,473,413,608,6.221838546159047
181498,6,Extend,>>,573,56.26,475,414,610,5.782338539784206
181578,4,Extend,>>,1009,94.33,474,413,610,4.816815271397816
181594,5,Extend,>>,-235,-15.3,472,411,606,4.347119619169348
181608,6,Extend,>>,525,52.13,473,413,606,4.347119619169348
181688,4,Extend,>>,964,90.46,475,410,607,2.888991071801998
181703,5,Extend,>>,-279,-18.99,473,411,607,2.888991071801998
181718,6,Extend,>>,477,48.0,471,408,604,2.35637650128083
181798,4,Extend,>>,919,86.59,473,412,605,1.280695967134962
181813,5,Extend,>>,-323,-22.77,474,410,605,1.280695967134962
181827,6,Extend,>>,429,43.96,471,409,604,0.8132714798369365
181908,4,Extend,>>,874,82.73,473,409,602,-0.043208761750672425
181923,5,Extend,>>,-367,-26.64,473,409,603,-0.33359011909634395
181937,6,Extend,>>,381,40.0,472,406,601,-0.33359011909634395
182018,4,Extend,>>,829,78.86,473,410,601,-1.1424185565452398
182032,5,Extend,>>,-411,-30.42,474,410,598,-1.1424185565452398
182047,6,Extend,>>,333,35.96,472,406,595,-1.1424185565452398
182127,4,Extend,>>,784,74.99,474,406,595,-2.425424464902421
182142,5,Extend,>>,-455,-34.37,472,409,595,-2.425424464902421
182156,6,Extend,>>,285,32.09,472,408,593,-2.894038223827133
182237,4,Extend,>>,739,71.12,473,406,593,-3.587063345297568
182251,5,Extend,>>,-499,-38.15,473,405,589,-3.78535968763374
182266,6,Extend,>>,237,28.04,472,406,588,-3.78535968763374
182347,4,Extend,>>,694,67.16,472,406,589,-4.041087907901555
182362,5,Extend,>>,-543,-41.93,469,404,591,-4.166106674623709
182376,6,Extend,>>,189,24.09,472,402,584,-4.166106674623709
182457,4,Extend,>>,649,63.38,471,405,585,-4.2915614494233765
182472,5,Extend,>>,-587,-45.71,469,404,586,-4.2915614494233765
182486,6,Extend,>>,141,20.31,471,403,581,-4.403123589049154
182567,4,Extend,>>,604,59.43,468,399,581,-4.571914773796255
182581,5,Extend,>>,-631,-49.58,468,399,578,-4.571914773796255
182596,6,Extend,>>,93,16.35,465,397,576,-4.624306230971885
182676,4,Extend,>>,559,55.74,466,394,571,-4.834165322323491
182691,5,Extend,>>,-675,-53.45,467,392,566,-4.8150073620128815
182706,6,Extend,>>,45,12.4,465,390,561,-4.8150073620128815
182786,4,Extend,>>,514,52.04,467,390,560,-4.739370016243403
182801,5,Extend,>>,-719,-57.14,465,390,561,-4.739370016243403
182816,6,Extend,>>,-3,8.44,459,387,559,-4.739370016243403
182896,4,Extend,>>,469,48.0,462,386,554,-4.552906432917886
182911,5,Extend,>>,-763,-60.92,460,384,553,-4.552906432917886
182925,6,Extend,>>,-51,4.22,461,384,551,-4.489319324469783
183006,4,Extend,>>,424,44.04,460,383,546,-4.427878242315126
183021,5,Extend,>>,-807,-64.79,457,384,547,-4.270687970394462
183035,6,Extend,>>,-99,0.44,453,379,540,-4.270687970394462
183116,4,Extend,>>,379,40.26,458,377,534,-4.130567303122821
183130,5,Extend,>>,-851,-68.66,454,374,531,-3.9788749396614227
183145,6,Extend,>>,-147,-3.52,448,374,532,-3.9788749396614227
183225,4,Extend,>>,334,36.48,453,369,523,-3.5652971337516677
183240,5,Extend,>>,-895,-72.44,454,371,521,-3.5652971337516677
183254,6,Extend,>>,-195,-7.47,448,366,517,-3.335232037320621
183335,4,Extend,>>,289,32.62,450,364,515,-2.9685353611242857
183350,5,Extend,>>,-939,-76.13,449,363,507,-2.9685353611242857
183365,6,Extend,>>,-243,-11.6,445,359,501,-2.7579900890105513
183445,4,Extend,>>,244,28.84,446,358,491,-2.36100564645723
183460,5,Extend,>>,-983,-80.0,444,354,490,-2.138852572140737
183476,6,Extend,>>,-291,-15.82,440,353,487,-2.138852572140737
183556,4,Extend,>>,199,24.97,441,347,476,-1.9220651712392307
183571,5,Extend,>>,-1027,-83.6,439,346,474,-1.9220651712392307
183585,6,Extend,>>,-339,-19.96,435,345,474,-1.8611600363482492
