Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2,∠ABD_smooth
73878,3,Flex,>>,-272,-15.91,391,331,489,40.160973683576074
73959,1,Flex,>>,2643,237.71,394,335,494,40.91822840187268
73974,2,Flex,>>,693,68.75,391,332,493,40.91822840187268
73989,3,Flex,>>,-338,-21.71,394,331,490,41.13303118035304
74070,1,Flex,>>,2604,234.46,395,334,495,41.60661556843984
74085,2,Flex,>>,629,63.12,395,334,492,41.7780892145438
74100,3,Flex,>>,-404,-27.43,392,333,489,41.7780892145438
74180,1,Flex,>>,2565,231.12,395,335,494,42.24308635012111
74195,2,Flex,>>,565,57.58,394,332,492,42.541592822977805
74210,3,Flex,>>,-470,-33.23,396,332,490,42.541592822977805
74292,1,Flex,>>,2526,227.87,395,335,493,43.690664196507406
74306,2,Flex,>>,501,51.96,394,331,491,43.690664196507406
74322,3,Flex,>>,-536,-38.95,395,332,490,44.21394983816284
74403,1,Flex,>>,2487,224.62,400,333,494,44.92376376727425
74418,2,Flex,>>,437,46.24,399,332,493,45.38446695673874
74433,3,Flex,>>,-602,-44.66,398,331,489,45.38446695673874
74515,1,Flex,>>,2448,221.36,402,335,495,46.12632197011131
74529,2,Flex,>>,373,40.79,398,333,492,46.50254571092584
74544,3,Flex,>>,-668,-50.37,400,332,485,46.50254571092584
74625,1,Flex,>>,2409,218.02,408,335,493,47.594160193887326
74640,2,Flex,>>,309,35.34,403,333,491,47.594160193887326
74655,3,Flex,>>,-734,-56.0,404,329,487,47.86648807312207
74736,1,Flex,>>,2370,214.51,409,332,492,48.32042590770336
74752,2,Flex,>>,245,29.63,409,334,491,48.69845161512508
74767,3,Flex,>>,-800,-61.8,410,331,486,48.69845161512508
74848,1,Flex,>>,2331,211.16,416,333,493,49.462371727316985
74863,2,Flex,>>,181,24.09,413,333,491,50.01995849559154
74878,3,Flex,>>,-866,-67.52,414,331,487,50.01995849559154
74959,1,Flex,>>,2292,207.65,425,334,491,51.46066149394399
74974,2,Flex,>>,117,18.46,424,334,492,51.46066149394399
74989,3,Flex,>>,-932,-73.32,425,333,487,51.80339865889553
75070,1,Flex,>>,2253,204.4,432,335,492,52.36964330640271
75085,2,Flex,>>,53,13.1,431,331,492,52.48000972662435
75100,3,Flex,>>,-998,-79.03,426,329,488,52.48000972662435
75181,1,Flex,>>,2214,201.05,431,331,490,52.65124919223244
75197,2,Flex,>>,-11,7.47,431,328,489,52.77501575259216
75212,3,Flex,>>,-1064,-84.75,431,329,486,52.77501575259216
75293,1,Flex,>>,2175,197.8,437,330,494,53.136010043294746
75308,2,Flex,>>,-75,1.76,433,331,491,53.136010043294746
75323,3,Flex,>>,-1130,-90.46,431,331,491,53.29209535484566
75404,1,Flex,>>,2136,194.37,442,336,494,53.49742626870067
75419,2,Flex,>>,-139,-3.6,439,333,491,53.428806184002795
75433,3,Flex,>>,-1196,-96.18,439,330,490,53.428806184002795
75514,1,Flex,>>,2097,190.86,445,335,499,53.374286285465686
75529,2,Flex,>>,-203,-9.14,444,334,498,53.3467063947804
75544,3,Flex,>>,-1262,-101.98,442,331,495,53.3467063947804
75625,1,Flex,>>,2058,187.43,449,335,500,53.39196416689501
75641,2,Flex,>>,-267,-14.68,447,331,495,53.39196416689501
75656,3,Flex,>>,-1328,-107.87,445,330,494,53.40292912938823
75737,1,Flex,>>,2019,184.09,451,334,499,53.252354450286674
75752,2,Flex,>>,-331,-20.22,447,334,497,53.047621441389225
75767,3,Flex,>>,-1394,-113.41,448,333,495,53.047621441389225
75849,1,Flex,>>,1980,180.75,455,339,506,52.678557317312425
75864,2,Flex,>>,-395,-25.93,452,337,501,52.51901590619342
75880,3,Flex,>>,-1460,-119.3,452,332,496,52.51901590619342
75961,1,Flex,>>,1941,177.49,459,338,505,52.37069091795345
75977,2,Flex,>>,-459,-31.47,456,337,503,52.37069091795345
75992,3,Flex,>>,-1526,-125.01,454,334,502,52.34668596207922
76073,1,Flex,>>,1902,174.07,464,338,509,52.26912083176347
76088,2,Flex,>>,-523,-37.01,462,340,509,52.07233992475976
76104,3,Flex,>>,-1592,-130.73,460,335,505,52.07233992475976
76185,1,Flex,>>,1863,170.64,464,343,515,51.163643539902736
76201,2,Flex,>>,-587,-42.55,462,343,512,51.163643539902736
76216,3,Flex,>>,-1658,-136.44,462,342,510,51.163643539902736
76297,1,Flex,>>,1824,167.3,466,354,525,50.19432683682852
76313,2,Flex,>>,-651,-48.09,465,348,525,50.19432683682852
76328,3,Flex,>>,-1724,-142.33,462,350,527,50.089043156289925
76409,1,Flex,>>,1785,163.87,469,358,543,49.85943905611806
76424,2,Flex,>>,-715,-53.71,465,355,541,49.714735802192095
76439,3,Flex,>>,-1790,-148.04,464,356,539,49.714735802192095
76520,1,Flex,>>,1746,160.53,469,362,557,49.26086367061632
76536,2,Flex,>>,-779,-59.34,466,359,555,49.26086367061632
76551,3,Flex,>>,-1856,-153.85,464,360,554,48.93156513728211
76632,1,Flex,>>,1707,157.27,471,369,571,48.34979108342019
76647,2,Flex,>>,-843,-64.88,467,366,569,48.34979108342019
76662,3,Flex,>>,-1922,-159.65,468,366,565,48.12807652801967
76743,1,Flex,>>,1668,154.02,470,374,581,47.51623657441487
76758,2,Flex,>>,-907,-70.33,473,375,579,47.29011802459049
76773,3,Flex,>>,-1988,-165.36,469,371,578,47.29011802459049
76855,1,Flex,>>,1629,150.51,478,382,593,46.59264395570916
76871,2,Flex,>>,-971,-75.87,471,379,588,46.59264395570916
76886,3,Flex,>>,-2054,-171.08,470,377,586,46.29462555281114
76967,1,Flex,>>,1590,147.08,477,389,613,45.706424218606784
76982,2,Flex,>>,-1035,-81.58,478,393,612,45.706424218606784
76997,3,Flex,>>,-2120,-176.7,474,390,612,45.48140328838042
77078,1,Flex,>>,1551,143.65,478,405,632,44.79415300218412
77093,2,Flex,>>,-1099,-87.03,480,407,634,44.561475085921614
77108,3,Flex,>>,-2186,-182.59,478,405,628,44.561475085921614
77189,1,Flex,>>,1512,140.48,486,421,646,43.680489268437356
77204,2,Flex,>>,-1163,-92.66,485,417,646,43.680489268437356
77219,3,Flex,>>,-2252,-188.22,483,415,648,43.3853808317187
77300,1,Flex,>>,1473,137.32,490,424,650,42.94719083026621
77316,2,Flex,>>,-1227,-98.37,486,422,650,42.94719083026621
77331,3,Flex,>>,-2318,-193.93,485,422,646,42.766154548642064
77412,1,Flex,>>,1434,134.24,488,428,654,42.17002534183875
77427,2,Flex,>>,-1291,-103.82,485,425,651,41.842759868465194
77442,3,Flex,>>,-2384,-199.65,482,424,646,41.842759868465194
77523,1,Flex,>>,1395,130.99,487,429,659,40.79156692542184
77538,2,Flex,>>,-1355,-109.27,488,430,652,40.79156692542184
77554,3,Flex,>>,-2450,-205.27,483,426,652,40.40008191894359
77636,1,Flex,>>,1356,127.65,495,435,663,39.76204061737394
77652,2,Flex,>>,-1419,-114.9,489,434,658,39.49629164822501
77666,3,Flex,>>,-2516,-211.16,486,430,656,39.49629164822501
77747,1,Flex,>>,1317,124.4,495,441,665,38.97509942979267
77762,2,Flex,>>,-1483,-120.35,492,440,663,38.74379933291105
77777,3,Flex,>>,-2582,-216.88,495,439,661,38.74379933291105
77858,1,Flex,>>,1278,121.23,500,449,673,38.109784347217115
77873,2,Flex,>>,-1547,-125.89,497,454,673,38.109784347217115
77888,3,Flex,>>,-2648,-222.68,497,447,670,37.885603088233395
77969,1,Flex,>>,1239,118.24,504,457,683,37.454761227271824
77984,2,Flex,>>,-1611,-131.34,501,454,672,37.218597547684084
77999,3,Flex,>>,-2714,-228.48,498,455,672,37.218597547684084
78080,1,Flex,>>,1200,114.99,507,465,686,36.93994068851594
78095,2,Flex,>>,-1675,-136.97,496,462,680,36.797493827135746
78110,3,Flex,>>,-2780,-234.2,498,462,677,36.797493827135746
78190,1,Flex,>>,1161,112.18,509,472,691,36.554657717684854
78205,2,Flex,>>,-1739,-142.42,503,469,685,36.554657717684854
78221,3,Flex,>>,-2846,-239.82,501,466,687,36.44978488847505
78302,1,Flex,>>,1122,108.92,510,479,697,36.096165181847226
78317,2,Flex,>>,-1803,-148.04,507,479,697,36.096165181847226
78332,3,Flex,>>,-2912,-245.54,508,479,693,35.91125943768745
78413,1,Flex,>>,1083,105.58,516,483,702,35.596091550491266
78428,2,Flex,>>,-1867,-153.67,513,485,700,35.37814608868764
78443,3,Flex,>>,-2978,-251.34,515,487,698,35.37814608868764
78524,1,Flex,>>,1044,102.15,531,494,713,35.10322921284892
78539,2,Flex,>>,-1931,-159.21,525,489,707,35.10322921284892
78554,3,Flex,>>,-3044,-256.97,526,487,701,34.99995496909252
78636,1,Flex,>>,1005,98.64,536,495,715,34.68897827581237
78650,2,Flex,>>,-1995,-164.57,535,495,712,34.68897827581237
78665,3,Flex,>>,-3110,-262.51,532,492,702,34.544296107572166
78746,1,Flex,>>,966,95.38,539,500,719,34.31345685554597
78761,2,Flex,>>,-2059,-170.02,537,496,706,34.194677237133945
78776,3,Flex,>>,-3176,-268.13,531,495,707,34.194677237133945
78857,1,Flex,>>,927,92.22,536,506,725,33.95887281356929
78872,2,Flex,>>,-2123,-175.38,536,502,719,33.95887281356929
78888,3,Flex,>>,-3242,-273.85,535,499,715,33.8531106084434
78969,1,Flex,>>,888,89.05,548,512,728,33.603886901082184
78983,2,Flex,>>,-2187,-180.84,544,512,725,33.603886901082184
78998,3,Flex,>>,-3308,-279.47,546,512,731,33.47432938282493
79079,1,Flex,>>,849,85.63,555,525,741,33.28067215112765
79094,2,Flex,>>,-2251,-186.55,553,521,743,33.19713199464822
79110,3,Flex,>>,-3374,-285.19,550,518,738,33.19713199464822
79191,1,Flex,>>,810,82.02,566,522,746,32.87108366563022
79206,2,Flex,>>,-2315,-192.0,565,523,747,32.87108366563022
79221,3,Flex,>>,-3440,-290.99,562,519,740,32.838167138619305
79302,1,Flex,>>,771,78.59,573,526,746,32.8062062082653
79318,2,Flex,>>,-2379,-197.36,566,522,746,32.7811576777328
79333,3,Flex,>>,-3506,-296.7,563,522,745,32.7811576777328
79414,1,Flex,>>,732,75.43,573,528,748,32.575720718211414
79429,2,Flex,>>,-2443,-202.64,571,524,743,32.373168390674955
79444,3,Flex,>>,-3572,-302.42,567,522,744,32.373168390674955
79525,1,Flex,>>,693,72.35,581,532,751,31.904122595243038
79540,2,Flex,>>,-2507,-208.09,582,528,742,31.904122595243038
79554,3,Flex,>>,-3638,-307.78,576,528,744,31.832290867548643
79635,1,Flex,>>,654,69.27,586,536,754,31.88140591527899
79651,2,Flex,>>,-2571,-213.27,582,529,748,31.915295372059
79667,3,Flex,>>,-3704,-313.32,581,531,746,31.915295372059
79748,1,Flex,>>,615,65.85,597,544,761,31.852513560680407
79763,2,Flex,>>,-2635,-218.46,590,535,754,31.86045577157745
79778,3,Flex,>>,-3770,-319.03,585,533,749,31.86045577157745
79859,1,Flex,>>,576,62.42,589,540,757,31.70371682132155
79874,2,Flex,>>,-2699,-223.3,584,538,752,31.70371682132155
79890,3,Flex,>>,-3836,-324.4,582,534,747,31.60101670299254
79971,1,Flex,<<,576,59.52,594,547,767,31.546670311904286
79986,2,Flex,<<,-2699,-228.04,593,543,762,31.57903842864571
80001,3,Flex,<<,-3836,-329.76,593,545,762,31.57903842864571
80082,1,Flex,<<,615,58.99,593,549,769,31.63944545839405
80098,2,Flex,<<,-2635,-229.19,603,556,773,31.675135324332793
80113,3,Flex,<<,-3770,-331.16,610,562,781,31.675135324332793
80194,1,Flex,<<,654,58.99,612,563,784,31.515787596681193
80209,2,Flex,<<,-2571,-229.19,608,562,786,31.515787596681193
80224,3,Flex,<<,-3704,-331.16,606,556,781,31.408365285944964
80305,1,Flex,<<,693,58.99,606,560,784,31.3062204629191
80320,2,Flex,<<,-2507,-225.76,605,558,781,31.315799080049768
80335,3,Flex,<<,-3638,-326.59,602,559,783,31.315799080049768
80416,1,Flex,<<,732,61.19,605,556,778,31.292330942977173
80431,2,Flex,<<,-2443,-221.1,600,557,776,31.271170368559403
80446,3,Flex,<<,-3572,-321.23,598,556,774,31.271170368559403
80527,1,Flex,<<,771,64.18,600,557,776,31.36982915956838
80542,2,Flex,<<,-2379,-215.91,599,553,774,31.36982915956838
80556,3,Flex,<<,-3506,-315.6,596,552,771,31.398507169524112
80638,1,Flex,<<,810,67.34,596,552,775,31.390086895005123
80652,2,Flex,<<,-2315,-210.64,594,553,772,31.33910315790165
80668,3,Flex,<<,-3440,-309.98,590,548,766,31.33910315790165
80749,1,Flex,<<,849,70.51,593,549,770,31.09523845209431
80764,2,Flex,<<,-2251,-205.19,594,547,767,31.011666317809905
80779,3,Flex,<<,-3374,-304.09,588,544,763,31.011666317809905
80860,1,Flex,<<,888,73.76,591,547,766,30.850706734919527
80875,2,Flex,<<,-2187,-199.56,588,543,761,30.850706734919527
80890,3,Flex,<<,-3308,-298.29,583,539,762,30.847412150087745
80971,1,Flex,<<,927,77.1,582,542,761,30.681584527305464
80985,2,Flex,<<,-2123,-194.02,579,536,757,30.672957956815385
81000,3,Flex,<<,-3242,-292.48,578,534,756,30.672957956815385
81082,1,Flex,<<,966,80.62,575,535,756,30.679252763968005
81096,2,Flex,<<,-2059,-188.4,569,532,753,30.6765369088097
81112,3,Flex,<<,-3176,-286.77,569,533,752,30.6765369088097
81193,1,Flex,<<,1005,83.96,567,527,752,30.734670203927774
81208,2,Flex,<<,-1995,-182.68,565,525,745,30.734670203927774
81223,3,Flex,<<,-3110,-280.97,560,521,743,30.7558281668239
81304,1,Flex,<<,1044,87.3,564,524,744,30.61305784430782
81320,2,Flex,<<,-1931,-177.14,561,519,742,30.55523935902508
81335,3,Flex,<<,-3044,-275.08,557,516,740,30.55523935902508
81416,1,Flex,<<,1083,90.73,556,514,737,30.55168166218013
81431,2,Flex,<<,-1867,-171.6,554,506,735,30.535967732334846
81446,3,Flex,<<,-2978,-269.19,551,509,733,30.535967732334846
81527,1,Flex,<<,1122,94.15,550,510,735,30.493818591722047
81542,2,Flex,<<,-1803,-165.89,549,507,731,30.493818591722047
81557,3,Flex,<<,-2912,-263.56,547,508,727,30.545341659368848
81638,1,Flex,<<,1161,97.58,548,506,730,30.531492925269838
81653,2,Flex,<<,-1739,-160.26,544,506,730,30.498336564811666
81668,3,Flex,<<,-2846,-257.67,541,501,725,30.498336564811666
81749,1,Flex,<<,1200,100.84,544,502,728,30.54456008053871
81765,2,Flex,<<,-1675,-154.64,541,499,725,30.540871649838667
81780,3,Flex,<<,-2780,-251.87,542,497,720,30.540871649838667
81861,1,Flex,<<,1239,104.35,538,490,716,30.43982770880296
81876,2,Flex,<<,-1611,-148.92,535,484,711,30.43982770880296
81891,3,Flex,<<,-2714,-246.15,534,486,710,30.447840810783923
81972,1,Flex,<<,1278,107.78,532,484,710,30.44460091905424
81987,2,Flex,<<,-1547,-143.3,528,481,707,30.439094840639243
82003,3,Flex,<<,-2648,-240.44,527,479,703,30.439094840639243
82084,1,Flex,<<,1317,111.21,525,478,700,30.450082312195285
82099,2,Flex,<<,-1483,-137.67,525,473,696,30.450082312195285
82114,3,Flex,<<,-2582,-234.55,521,470,696,30.450082312195285
82195,1,Flex,<<,1356,114.46,521,468,690,30.52155160057062
82210,2,Flex,<<,-1419,-132.22,521,468,687,30.52155160057062
82226,3,Flex,<<,-2516,-228.75,521,467,684,30.521150327644282
82307,1,Flex,<<,1395,117.98,515,463,681,30.544688107315277
82323,2,Flex,<<,-1355,-126.51,514,462,679,30.530823236022336
82338,3,Flex,<<,-2450,-222.86,511,460,676,30.530823236022336
82420,1,Flex,<<,1434,121.41,507,459,676,30.594443777762514
82435,2,Flex,<<,-1291,-120.97,505,457,670,30.594443777762514
82450,3,Flex,<<,-2384,-217.23,500,451,666,30.594443777762514
82531,1,Flex,<<,1473,124.84,503,450,662,30.53783030183628
82547,2,Flex,<<,-1227,-115.16,498,447,660,30.53783030183628
82562,3,Flex,<<,-2318,-211.34,497,442,656,30.552686464994135
82644,1,Flex,<<,1512,128.18,496,440,651,30.511960759754487
82659,2,Flex,<<,-1163,-109.63,495,438,650,30.49418281524726
82674,3,Flex,<<,-2252,-205.54,493,437,644,30.49418281524726
82755,1,Flex,<<,1551,131.6,493,437,647,30.53630667144506
82771,2,Flex,<<,-1099,-104.0,490,434,644,30.53630667144506
82786,3,Flex,<<,-2186,-199.74,489,432,642,30.507233362105957
82867,1,Flex,<<,1590,134.95,492,434,641,30.45199695010585
82882,2,Flex,<<,-1035,-98.37,490,431,641,30.45199695010585
82897,3,Flex,<<,-2120,-193.85,488,432,637,30.44512688959575
82979,1,Flex,<<,1629,138.37,489,430,639,30.36599305328255
82994,2,Flex,<<,-971,-92.84,489,430,635,30.328815380930173
83009,3,Flex,<<,-2054,-188.13,483,426,634,30.328815380930173
83091,1,Flex,<<,1668,141.71,487,428,634,30.231026854093436
83106,2,Flex,<<,-907,-87.21,483,426,633,30.231026854093436
83121,3,Flex,<<,-1988,-182.33,481,424,628,30.22657705278582
83201,1,Flex,<<,1707,145.14,483,427,632,30.352265764882418
83217,2,Flex,<<,-843,-81.58,482,424,626,30.352265764882418
83232,3,Flex,<<,-1922,-176.44,480,420,625,30.385771157243695
83314,1,Flex,<<,1746,148.57,484,424,627,30.52619074884265
83330,2,Flex,<<,-779,-75.78,480,421,623,30.545325920797442
83345,3,Flex,<<,-1856,-170.64,481,418,620,30.545325920797442
83426,1,Flex,<<,1785,152.0,481,421,623,30.364070275097227
83441,2,Flex,<<,-715,-70.33,476,416,619,30.364070275097227
83456,3,Flex,<<,-1790,-164.92,476,416,619,30.298673393023286
83537,1,Flex,<<,1824,155.43,478,419,620,30.26849572432463
83552,2,Flex,<<,-651,-64.7,476,417,618,30.260794342600626
83567,3,Flex,<<,-1724,-159.12,470,414,616,30.260794342600626
83649,1,Flex,<<,1863,158.77,478,415,617,30.379514228682034
83664,2,Flex,<<,-587,-58.99,476,413,615,30.396824632402613
83679,3,Flex,<<,-1658,-153.32,473,411,613,30.396824632402613
83762,1,Flex,<<,1902,162.29,474,415,615,30.331433531526216
83776,2,Flex,<<,-523,-53.36,473,413,612,30.331433531526216
83791,3,Flex,<<,-1592,-147.6,472,411,611,30.345682906644726
83873,1,Flex,<<,1941,165.71,473,411,613,30.34129173900041
83888,2,Flex,<<,-459,-47.82,471,411,611,30.378121735774243
83903,3,Flex,<<,-1526,-141.71,469,407,612,30.378121735774243
83984,1,Flex,<<,1980,169.05,472,412,610,30.429530665978362
83999,2,Flex,<<,-395,-42.29,470,408,610,30.429530665978362
84014,3,Flex,<<,-1460,-135.91,468,404,604,30.429530665978362
84095,1,Flex,<<,2019,172.48,471,409,612,30.537124922073158
84110,2,Flex,<<,-331,-36.66,470,406,608,30.537124922073158
84125,3,Flex,<<,-1394,-130.2,465,407,604,30.58036720954198
84206,1,Flex,<<,2058,176.0,469,412,611,30.68715974977062
84222,2,Flex,<<,-267,-30.95,468,409,608,30.70347484050623
84237,3,Flex,<<,-1328,-124.4,467,408,607,30.70347484050623
84318,1,Flex,<<,2097,179.43,467,407,609,30.771976792526722
84333,2,Flex,<<,-203,-25.32,464,411,608,30.771976792526722
84349,3,Flex,<<,-1262,-118.59,464,408,606,30.771976792526722
84430,1,Flex,<<,2136,182.86,470,409,609,30.547420077546477
84446,2,Flex,<<,-139,-19.6,464,408,606,30.547420077546477
84461,3,Flex,<<,-1196,-112.62,464,405,604,30.482202962689893
84541,1,Flex,<<,2175,186.2,467,407,609,30.429828147237416
84556,2,Flex,<<,-75,-14.15,466,409,606,30.464455855564523
84571,3,Flex,<<,-1130,-106.9,463,406,601,30.464455855564523
84652,1,Flex,<<,2214,189.63,467,408,609,30.38267015220923
84668,2,Flex,<<,-11,-8.44,465,407,605,30.38267015220923
84683,3,Flex,<<,-1064,-101.19,463,408,606,30.38267015220923
84764,1,Flex,<<,2253,193.23,465,407,610,30.0994202230697
84778,2,Flex,<<,53,-2.81,463,403,604,30.0994202230697
84793,3,Flex,<<,-998,-95.3,464,408,605,30.068160158105023
84873,1,Flex,<<,2292,196.57,466,408,608,30.091123691424233
84888,2,Flex,<<,117,2.73,465,406,605,30.132728362583855
84903,3,Flex,<<,-932,-89.67,463,407,605,30.132728362583855
84984,1,Flex,<<,2331,200.0,466,408,606,30.199482891688717
84999,2,Flex,<<,181,8.44,464,407,606,30.199482891688717
85013,3,Flex,<<,-866,-83.96,460,404,600,30.199482891688717
85094,1,Flex,<<,2370,203.43,465,405,606,30.310415905553455
85109,2,Flex,<<,245,14.07,463,405,606,30.310415905553455
85123,3,Flex,<<,-800,-78.07,462,404,603,30.317475946796343
85204,1,Flex,<<,2409,206.95,466,404,606,30.16553157430296
85219,2,Flex,<<,309,19.43,461,405,604,30.008832207812944
85234,3,Flex,<<,-734,-72.18,464,404,604,30.008832207812944
85315,1,Flex,<<,2448,210.46,464,407,608,29.7696404962789
85330,2,Flex,<<,373,25.23,462,405,605,29.721047907513388
85344,3,Flex,<<,-668,-66.55,460,404,603,29.721047907513388
85425,1,Flex,<<,2487,213.89,465,407,606,29.667262970124877
85440,2,Flex,<<,437,30.86,462,407,604,29.667262970124877
85455,3,Flex,<<,-602,-60.66,460,405,604,29.772178759870464
85538,1,Flex,<<,2526,217.32,462,401,607,29.851534250920274
85553,2,Flex,<<,501,36.48,460,407,605,29.8635095377886
85568,3,Flex,<<,-536,-54.77,461,402,601,29.8635095377886
85649,1,Flex,<<,2565,220.75,463,406,606,29.78867258283367
85664,2,Flex,<<,565,42.11,460,404,602,29.68249274281189
85679,3,Flex,<<,-470,-48.88,457,406,603,29.68249274281189
85760,1,Flex,<<,2604,224.18,464,408,608,29.428083316005484
85776,2,Flex,<<,629,47.65,460,405,602,29.428083316005484
85791,3,Flex,<<,-404,-43.08,458,402,604,29.36672416623955
85872,1,Flex,<<,2643,227.69,462,408,606,29.15386696762559
85888,2,Flex,<<,693,53.45,460,404,604,29.09868585490421
85904,3,Flex,<<,-338,-37.36,458,404,602,29.09868585490421
85985,1,Flex,<<,2682,231.03,460,405,605,28.95585365104636
86000,2,Flex,<<,757,59.08,460,403,603,28.95585365104636
86016,3,Flex,<<,-272,-31.56,457,403,603,28.95585365104636
86097,1,Flex,<<,2721,234.55,461,405,605,28.80338999925486
86112,2,Flex,<<,821,64.62,455,406,604,28.80338999925486
86127,3,Flex,<<,-206,-25.76,456,405,603,28.673010599057715
86208,1,Flex,<<,2760,237.89,463,407,606,28.38102733444118
86223,2,Flex,<<,885,70.24,458,403,603,28.230507489793254
